Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
DCTN5	-2.242	0.255331844157447
TLR2	3.578	0.255476793191096
ZNF91	2.295	0.255994415418788
TAP2	-2.046	0.256045652112722
MMD	1.961	0.256045652112722
PRPS2	-1.73	0.256045652112722
ZNF720	1.996	0.256188642229325
AQP1	-2.519	0.256188642229325
C16ORF54	3.35	0.2568212971168
ARRDC2	-1.884	0.256909050832466
PER3	2.041	0.257145879138391
MAOA	2.578	0.257269275998428
IGFBP6	-2.311	0.257269275998428
HES4	-2.607	0.257269275998428
FAAP100	1.793	0.257327215360432
ATG9B	3.374	0.257327215360432
FAM156A	-1.752	0.257444445002391
MIR29B2	-2.988	0.257808661914442
ZNF3	1.769	0.257994102837414
TRIM14	-1.707	0.257994102837414
TMEM62	-2.202	0.257994102837414
SYVN1	-1.775	0.257994102837414
FRRS1L	2.385	0.258199781881157
CACNB2	2.862	0.258291774174635
KBTBD11	2.314	0.258291774174635
KBTBD11	2.314	0.258291774174635
ESCO2	-1.794	0.258605020239108
IER3	-2.838	0.259096805722516
IER3	-2.838	0.259096805722516
IER3	-2.838	0.259096805722516
IER3	-2.838	0.259096805722516
RNF208	2.312	0.259169227180917
TOLLIP	1.786	0.259329360595638
C1RL-AS1	-1.813	0.259780401283908
TTTY15	2.715	0.260442788401786
ARHGEF10	1.9	0.260498027369767
FYTTD1	-1.708	0.261888668485575
HSPA1A	3.414	0.26189923867611
GTF2IP12	2.301	0.262146347697909
VANGL1	-1.728	0.262483273726377
LRP2	2.268	0.262483273726377
DGCR2	2.299	0.263231530082258
STAT5A	-2.26	0.263274207139218
ROCK2	-2.246	0.263275315919856
TESK2	2.016	0.263275315919856
PKDCC	1.846	0.263561921074412
MAP3K5	-2.188	0.263561921074412
FAM222B	1.955	0.263574994693075
SNORA71C	-3.692	0.263662894839988
SUV39H1	-1.797	0.264176466940519
MLLT3	-1.896	0.264349521655558
EMP2	-2.292	0.265145898913775
HTRA1	-1.772	0.265257486398908
ARHGEF10	1.84	0.266114742436179
NBPF10	-1.837	0.266766610746779
KRAS	1.787	0.266930341274526
ZBTB46	2.111	0.266999710167152
AGFG2	-1.791	0.267978031697757
FOXD2	-3.544	0.26847888498125
KIAA1456	2.576	0.268600516617692
PLSCR4	-2.401	0.268896362031037
SPR	-2.338	0.268896362031037
CCNYL1	1.801	0.268896362031037
CDC42EP4	-1.705	0.269438049522123
EPDR1	-1.84	0.269842871770429
C9ORF40	-1.813	0.269968059097247
ZFP36L1	2.222	0.269996172598175
FAM118A	1.734	0.270538409411809
ZNF813	2.059	0.271360845706123
ZNF416	2.127	0.271360845706123
PALM	2.379	0.271619136746475
UBE2Q2P2	2.538	0.271961927668026
C11ORF72	1.89	0.272388835758886
ATP6V1C2	-2.305	0.2733073823145
CD72	4.305	0.2733073823145
MECOM	-2.177	0.273321432536711
MDC1	2.439	0.273751055589906
KLHL5	-1.719	0.275065127202735
RGPD2	2.272	0.275385594458392
FAM8A1	-1.8	0.275441234916017
C8ORF34	3.53	0.275441234916017
KHDRBS3	2.258	0.275664354479399
RLIM	-2.243	0.275901102774121
SLC6A15	-2.473	0.276043012820505
MAGT1	-1.68	0.276161346627213
PDGFRB	1.828	0.27616906176371
SEMA4D	1.708	0.27638698418931
SH3RF3	-2.422	0.276559199353056
KNOP1	2.147	0.27671370343973
ZNF788	2.16	0.27671370343973
TARID	-3.416	0.276736280249514
MPV17L	-2.495	0.277190354056432
RASGEF1B	2.665	0.277354219167452
KBTBD4	-1.732	0.277588446399905
HMGA1	2.672	0.278074960071867
ARTN	2.351	0.278752083341669
KLHL36	1.711	0.279396459688784
SAP30L	-1.667	0.279396459688784
APBA2	3.203	0.279396459688784
LENG8	1.816	0.279510885689449
PGAP3	1.888	0.279903573427051
ARSE	2.493	0.279903573427051
RIPOR1	-1.805	0.280219417429864
SLC25A45	-2.235	0.280219417429864
FAM234B	1.762	0.280670692784924
PRRC2A	-2.341	0.281012618740458
PRRC2A	-2.341	0.281012618740458
INTS7	-1.698	0.281183441830471
GSTK1	-1.722	0.281289981370357
GABBR1	2.73	0.281552764811385
SPATS2L	1.719	0.281552764811385
GABBR1	2.73	0.281552764811385
GDPD5	-1.739	0.281552764811385
WDPCP	2.047	0.281552764811385
HIST2H2BC	-2.292	0.281552764811385
SKAP2	-2.279	0.281585530904249
FBXL5	1.713	0.282005730759923
GNG11	-2.414	0.282144986108485
PNRC1	-1.669	0.282887094075835
SYP	2.561	0.283080769386263
MYOM1	-2.753	0.283473246034494
C4ORF46	2.022	0.283558721546371
GALC	3.13	0.28367891975268
C3ORF33	-2.386	0.283689582550925
INIP	-1.755	0.284894450368257
PBX2	2.217	0.285028100666661
RP2	-1.778	0.285525449451779
KANK1	1.676	0.285551952155385
RNF149	-1.725	0.285865919277343
ZNF485	2.317	0.285916913681506
LOC102724159	1.69	0.286620147582365
S1PR2	1.765	0.286620147582365
ZFP90	2.114	0.287561958537137
RDH10	-1.966	0.28757298630281
RUFY3	2.271	0.287786423409748
PLA2G6	1.903	0.287921351620574
TRIM24	2.217	0.287921351620574
LIFR	-1.796	0.288503238664567
DCAF6	-1.652	0.288749991514639
ZACN	-2.426	0.28902365386294
ZNF235	2.14	0.28917337463252
SIMC1	1.856	0.28917337463252
CHM	-1.866	0.28917337463252
RXRB	-2.006	0.28917337463252
NRG4	-3.02	0.289933586471475
ZNF354A	2.065	0.289933586471475
ETV5	1.719	0.290035473236222
HIST1H3C	-4.936	0.290879501664258
RERE	2.401	0.291017276807847
SH3BP5	-1.71	0.291577162512142
FGFR3	1.816	0.291663044289255
RNVU1-15	-4.153	0.291663044289255
LCTL	2.631	0.291663044289255
RHPN1-AS1	2.853	0.291663044289255
CHMP1B2P	3.403	0.291663044289255
LINC01144	3.377	0.291663044289255
SLC35E2	1.723	0.291758544389665
FAM86B3P	1.86	0.291972504035277
HLCS	2.869	0.29204317008908
SIRT5	1.891	0.292071282341297
TMEM213	2.433	0.292241867533948
RPRM	2.291	0.292271894598656
PYGM	2.443	0.292271894598656
CEPT1	-1.747	0.292271894598656
MARCH3	2.967	0.292721504393326
ARHGAP32	1.89	0.292721504393326
CLU	-2.785	0.292721504393326
HGSNAT	-1.809	0.292721504393326
CRB3	2.013	0.292738440168718
PCYOX1L	2.031	0.293099490672915
RIN2	-2.576	0.293650639304667
PPFIA3	2.017	0.294665816999882
HSD17B11	-1.808	0.294862917944224
NBPF15	-1.688	0.294934796880782
HPS4	1.629	0.2953621168521
DTNA	1.869	0.296072498209848
ZNF250	1.936	0.296635810649527
ARHGAP12	1.738	0.296668502998641
LGALSL	1.749	0.296811939269522
RNF138	1.677	0.296894106543863
GOLGA8N	-2.989	0.296958123823887
WNK2	2.332	0.29768491628472
FAM167A	4.227	0.29768491628472
TBX6	2.932	0.297744790870514
B3GNT2	1.753	0.297949755313506
SSC4D	2.069	0.29796375111419
RN7SL2	4.946	0.298422322545966
NBPF25P	-2.447	0.298895889406203
LPAL2	2.78	0.298895889406203
DDHD2	-1.685	0.298910862246062
DTX2	1.68	0.298995568906556
RRAS2	1.614	0.299819938888754
FAM206A	-1.921	0.299861338337222
ABCG1	-1.71	0.299913461729517
SPIRE1	-1.656	0.299938596961242
SLC2A1-AS1	2.891	0.299938596961242
GPR157	-1.704	0.300747488883283
CHAMP1	-1.655	0.301300651430586
MIR3936HG	-2.517	0.301815512521806
SEPHS1	2.374	0.30233105993966
TBXA2R	-2.367	0.303019294988137
TCEB3C	-2.696	0.303311329387564
LINC00649	2.609	0.303555126046136
TCEAL1	-2.064	0.303573421187464
FAS	-2.037	0.303573421187464
ARHGAP26	1.836	0.303661276922555
CCDC127	-1.621	0.303912554156381
TNFSF15	-2.714	0.30397891695519
NOL3	-2.344	0.304637421750398
NOCT	1.699	0.305201750259688
PTGR1	-2.245	0.305399936134499
ZNF766	1.769	0.305495306470568
ZBTB3	1.817	0.305666266000795
RAB3D	1.815	0.305666266000795
GPAT2	3.336	0.305726543767072
LRRC4	2.295	0.305726543767072
CR2	2.553	0.305773421270722
CXCR5	-2.987	0.305866829646291
LINC01270	-2.896	0.305866829646291
SH3YL1	1.859	0.305866829646291
ADHFE1	3.232	0.306120600257411
ADAMTS13	2.393	0.306120600257411
ALOX5	3.232	0.306120600257411
SNCA	2.382	0.306173202155903
ADAMTS13	2.393	0.306728260358431
DOCK8	2.654	0.306728260358431
TUBG2	1.819	0.306899509533876
SASH1	1.694	0.307294402666696
GABPB2	-1.867	0.307367649082787
RBPJ	2.116	0.307392125058662
RABGAP1L	1.74	0.307813433513152
OAZ2	2.238	0.307813433513152
FDXR	1.759	0.307813433513152
LOC101928069	-2.436	0.307813433513152
MAPK8IP3	1.634	0.307837015731822
SOX12	2.162	0.308144911869868
GRM7	3.18	0.308172459464077
RBM5-AS1	2.813	0.308172459464077
BTBD6	-1.656	0.308854502596893
ST3GAL4	-1.657	0.308854502596893
KCNJ12	-1.893	0.308887289305144
RTN2	2.229	0.309159433762599
SNORA55	-3.401	0.310711665438569
USP27X	2.345	0.311561409920474
PPEF1	-2.625	0.31232041179225
MEIOC	2.281	0.31232041179225
ETV6	1.885	0.312353481271745
SEC14L6	2.52	0.312463801002915
C20ORF24	-1.653	0.312496755241595
OCLN	2.793	0.31324887023134
SERINC1	-1.599	0.313832065137682
FAM110A	2.024	0.313867112571114
TACC1	-1.634	0.314836170100233
POU2F2	2.615	0.315192260427527
LGALS3BP	-2.334	0.31527377790905
IFI6	-2.22	0.315847762025789
ATP9A	-1.625	0.316438515352807
COMMD3-BMI1	-2.674	0.31658318287569
SLC2A1	2.329	0.316604171974589
SELENOM	2.445	0.316604171974589
OXCT2P1	4.155	0.316943003041778
TNFAIP1	-1.618	0.317185244003884
SOX9-AS1	3.152	0.317185244003884
ANKRD29	-1.806	0.317267889404762
GABRE	-2.009	0.317675236816766
PRKY	3.464	0.317675236816766
FIG4	1.683	0.318420331555483
CHKB	1.643	0.318877461553238
ZNF254	1.887	0.319293352161932
KEAP1	1.735	0.319649396034098
PCDHGA5	4.191	0.319697131309673
LOC100288123	2.316	0.32035479320321
DHX40	-1.635	0.32035479320321
PON2	-1.678	0.32035479320321
FLYWCH2	-1.618	0.32035479320321
SAR1B	-1.582	0.320432427465967
HLA-C	-2.183	0.320432427465967
NT5E	-2.12	0.320432427465967
ARFGEF3	1.579	0.320432427465967
ITGB2	-2.037	0.320432427465967
TLR6	-2.626	0.32059858998517
ORMDL2	-1.612	0.320764681272093
GTF2H2	1.96	0.321478997073929
PI4KAP1	1.788	0.321757957744889
ARHGEF26	2.925	0.321908543090932
OSBPL5	-1.671	0.321908543090932
NPIPB11	2.135	0.321908543090932
WHAMM	-1.859	0.321908543090932
SLC16A7	-2.244	0.321993462925731
SH3BP2	1.62	0.32271456371415
LINC01024	-3.716	0.32271456371415
CALB1	1.713	0.32303879248111
UFM1	2.159	0.323712805459091
ZNF765	1.99	0.324308980617305
CEBPB	-1.692	0.32431755542589
FOXN3	2.437	0.324547010516626
CISD3	-1.865	0.324547010516626
CISD3	-1.865	0.324634310013005
VARS2	2.621	0.324634310013005
KCNAB3	2.248	0.324634310013005
KLF7	1.796	0.324906299434136
ZNF101	1.644	0.325062134958867
CENPQ	-2.511	0.325082356172815
OBSL1	2.206	0.325461663200441
TMOD2	2.566	0.325812004430577
IRGQ	2.163	0.325812004430577
ZNFX1	-1.72	0.325967995113554
ERO1A	-1.659	0.326419512901862
CD34	2.868	0.326455046669845
PKIG	2.078	0.327009307224283
CLIP1	-1.571	0.327947327372667
TBPL1	1.833	0.328685751051498
ZNF721	1.787	0.328685751051498
MOB1B	1.768	0.328761984018535
NEK9	-2.105	0.329956847547521
GPR173	1.859	0.33014259599773
ZNF426	1.62	0.330916624593456
CHST3	-1.655	0.330941606210403
ICA1L	2.159	0.330941606210403
CAV2	-2.039	0.330941606210403
RCBTB1	1.59	0.330941606210403
ACBD7	2.795	0.3310743621574
LRIF1	-1.668	0.331841612690507
GRAMD1A	1.854	0.331841612690507
NLRX1	1.628	0.332120207425519
EXTL1	2.47	0.332120207425519
ITGA2	-2.334	0.332210216272081
S100A10	-1.826	0.332211991853938
KIAA0232	1.77	0.332625130502258
FAM78A	-1.722	0.334522695060665
CIB1	-1.881	0.334522695060665
LOC101927124	3.179	0.334522695060665
RHBDD3	1.588	0.334522695060665
ABR	1.609	0.334522695060665
ID1	-2.237	0.334632368298833
PLCE1	2.221	0.334688719158501
LOC100505817	2.36	0.334688719158501
TECPR2	1.559	0.33569552372441
DENND3	-1.676	0.335925251624816
HPDL	-1.627	0.336178852460966
RFK	-1.759	0.336178852460966
VAMP3	-1.59	0.336187222911985
KDM7A	1.884	0.336251783883173
ITGA5	-2.081	0.336251783883173
DGKA	1.907	0.337073993509409
TMEM64	1.572	0.337177811045037
CPA4	-2.821	0.337357858804636
VARS2	2.584	0.337357858804636
ASF1B	-1.688	0.338021758175132
CBLB	1.72	0.338021758175132
RNF169	-1.898	0.338021758175132
ZNF160	1.638	0.338746735692795
SCOC	1.871	0.339344370887562
RGL3	1.624	0.339493481465016
DENND1B	-2.313	0.339493481465016
ZNF34	2.184	0.339558224879397
CX3CL1	2.442	0.340796957793828
CHPF	1.688	0.340796957793828
ZNF517	1.782	0.340796957793828
AZIN1	2.271	0.340796957793828
FAM172A	-1.87	0.340796957793828
EVC	1.785	0.341047166904601
NEK2	-1.69	0.341047166904601
JOSD1	-1.569	0.341047166904601
ZNF385C	2.085	0.341908488816498
LOC374443	2.142	0.341957112373164
RHOBTB2	-1.767	0.342486750314025
PARP3	-2.071	0.342509866103599
SAMD10	-2.165	0.342509866103599
LRRC34	2.743	0.343178317362683
STK17A	-1.642	0.343495128913358
CAPN2	-2.074	0.343552011212754
ALPP	-2.424	0.343907045642599
NUBPL	1.833	0.344031693729496
D21S2088E	2.256	0.344373082494457
SOWAHC	-1.555	0.344519897276752
ALS2CL	-1.571	0.344572087687427
TRAPPC13	-2.377	0.34476032651248
ZNF268	1.773	0.344874193738537
PARP12	-1.631	0.344979234931105
NNT	-1.764	0.344979234931105
TAF1	-2.029	0.345442969806915
PC	-1.62	0.345518351261301
KIF14	-1.61	0.345518351261301
SLC27A4	-1.644	0.345518351261301
TMEM154	2.727	0.345923915620487
SNORA25	-3.39	0.346545897396575
ZFC3H1	-1.536	0.346950622250252
ZNF431	1.79	0.347007061082559
DNAH3	2.427	0.347007061082559
ZSCAN21	2.107	0.347045118427348
TSPAN17	1.535	0.347710520580468
SYDE1	-1.537	0.347710520580468
SMIM13	-1.601	0.347710520580468
TTLL7	2.051	0.347766905439673
PTPRM	-1.744	0.34777169088528
LYPD3	-2.035	0.347835130402591
LRP4	1.817	0.347835130402591
MAPK13	1.669	0.347835130402591
GOLGA8A	-1.673	0.347835130402591
PTEN	-1.615	0.347882452658089
CEND1	2.381	0.34796019349879
SLC10A3	-1.584	0.34865365391353
HIP1	2.134	0.348862568041898
MPND	1.734	0.349057207320437
PHKA1	-1.614	0.349058364157561
CHRFAM7A	2.724	0.34911534692431
SYT7	2.222	0.34911534692431
IL17RB	-1.841	0.349128692192599
EDEM3	-1.546	0.349170151684435
FAM60A	2.062	0.349348684735284
FAM60A	2.062	0.349348684735284
EGFL7	1.887	0.349594769174213
DNM3	2.297	0.350063221976025
SLC2A3	2.294	0.350082820963513
RPGR	-2	0.351059918843708
PTPN3	-1.743	0.351192581272022
GNAQ	1.602	0.351224997205363
MOSPD2	-1.733	0.351534524703261
FAM86B1	1.709	0.351543675350857
IER3IP1	-1.719	0.351573555938551
DPP7	-1.586	0.351573555938551
LCA5	2.219	0.351573555938551
SUZ12	-1.727	0.351865276142102
TTN-AS1	2.059	0.352049105627366
C1ORF228	-2.656	0.352131174496469
DSN1	-1.557	0.352494729034807
S100A11	-2.559	0.352686278141427
ALOX12P2	2.444	0.352778041645559
ME3	-2.097	0.353370416061603
LRRTM4	2.128	0.353370416061603
CAMKK1	-1.563	0.353605713557619
PTBP2	1.629	0.353676031046073
INTU	1.684	0.353841757684277
LOC642361	1.93	0.354023363636336
ZBED6	-2.091	0.354284347644726
SNHG5	1.848	0.354499663196991
RABIF	-1.813	0.354516676345918
DNAJB14	1.625	0.355301738018836
HSD3B7	-1.698	0.355563495817752
NOL4L	1.517	0.355710782028904
ZSWIM4	1.558	0.355860183419749
NPTXR	1.798	0.355860183419749
MAD2L2	2.105	0.355860183419749
ODF2	-1.612	0.356152196816452
NFE2L2	-1.541	0.356194402145661
SYS1	-1.576	0.356194402145661
PCGF2	1.636	0.356307661945298
MTUS1	-1.782	0.356307661945298
CNN2	2.206	0.356659071847771
PCGF2	1.636	0.356659071847771
WDFY2	1.856	0.35681216384322
CD22	-3.085	0.356964715929821
SPDYE2B	-2.47	0.356988624708283
DERL3	2.059	0.356988624708283
DERL3	2.059	0.356988624708283
NR1H3	-1.605	0.356988624708283
BAG2	-1.587	0.357918614964401
CCDC82	-1.837	0.358996038750764
ZNF800	-1.902	0.359062839671888
WDR76	-1.736	0.359352124373677
PCGF3	1.567	0.360139165056951
YIPF5	-1.543	0.360437272215423
C3ORF62	-1.801	0.360437272215423
ZBTB11	-1.639	0.360437272215423
GLCCI1	-1.529	0.360437272215423
ARHGEF6	3.474	0.360437272215423
SELENON	2.134	0.36062456876299
CDS1	2.078	0.360722520331379
HIC1	-2.797	0.361184620716257
NUDT14	2.076	0.361871280113302
PACS2	2.022	0.362461078923602
SYNE3	-2.378	0.362651943837653
ATP13A2	1.7	0.362651943837653
DGKQ	1.638	0.362651943837653
HACD2	-1.722	0.36302287100939
LOC100133091	-1.964	0.36302287100939
ZNF10	2.042	0.36318373799615
DNAH11	2.098	0.36318373799615
EID3	-2.259	0.36318373799615
ZNF18	1.785	0.36318373799615
PCSK1	-2.203	0.363818275480871
LINC00862	3.07	0.363818275480871
TWF1	-1.725	0.363818275480871
C2ORF88	3.07	0.363818275480871
FRMD3	-2.175	0.363818275480871
C1GALT1C1	-1.677	0.363818275480871
ALS2	1.549	0.363818275480871
NMRK1	-2.44	0.364628211395832
LINC00933	-2.926	0.364628211395832
OGFRL1	-1.668	0.365705082394252
SNAPIN	-1.588	0.365709523350665
PLEKHD1	2.386	0.365709523350665
NPR3	-3.043	0.366007507672415
KDM5B	2.247	0.366267327608062
DRAM2	-1.548	0.366333226485419
MYO7A	2.143	0.366409053533669
KIF6	2.42	0.366409053533669
ZMPSTE24	-1.53	0.367036329113259
LETMD1	-1.653	0.367036329113259
PROCA1	1.958	0.367078677342385
MOSPD1	-1.672	0.367089334152332
DLGAP4	1.554	0.36710623261339
BAX	1.809	0.367178293541891
NBEA	1.825	0.368529014467351
PPM1H	1.538	0.368651678489796
ABI2	2.064	0.368704036998194
MCTS1	-1.724	0.368813424804857
RNFT1	-2.092	0.369734967276746
RYBP	1.51	0.369788191955792
SERINC3	-1.997	0.369788191955792
GPRIN3	3.136	0.369788191955792
FAM193B	1.533	0.370058453340315
CCND1	2.04	0.370847449350853
KMT5A	-1.537	0.370847449350853
MATN1-AS1	-3.665	0.370847449350853
EML1	1.52	0.370916351917019
COMMD9	-1.578	0.370951121049665
EHMT2	1.955	0.370951121049665
RAPGEF2	1.644	0.370951121049665
WDR13	-1.801	0.371176607046698
CSF2RA	-1.679	0.372529117210557
PDE4B	2.743	0.372754978597606
ELF3	-1.759	0.372754978597606
MBNL1	-2.301	0.374314495285557
LTBP2	2.132	0.374351299746438
TRPM4	1.767	0.376308721488453
LBX2-AS1	-2.819	0.376308721488453
VARS2	2.268	0.376308721488453
FBXL8	-2.56	0.376593793402114
NAT8L	1.774	0.376829977809319
ZFYVE19	-1.521	0.376829977809319
LIMK1	1.759	0.376829977809319
TTC21B	1.646	0.37686213641385
DDX39B	1.553	0.377905669252341
AFDN	2.232	0.37826477362916
PRRT3	1.741	0.378637486574004
TMEM59	-1.608	0.378637486574004
PATZ1	1.512	0.378951338722467
CDH11	2.852	0.379107864256552
ARNT2	1.538	0.379253316903758
ATG4A	-1.888	0.379833989387662
MME	1.625	0.379965451313174
PTS	-1.706	0.380074288830905
DENND1C	2.14	0.380074288830905
ZNF273	2.006	0.380197542432338
NFKB1	-1.589	0.380197542432338
LOC102725072	-2.832	0.380716593577388
ZNF219	1.637	0.380742868936838
ADAMTS10	1.833	0.380916528969696
ALDOC	1.6	0.38168915511152
LOC403312	2.835	0.381716598437237
CADPS2	1.681	0.381716598437237
DEGS1	-1.498	0.382175713794664
PNPLA8	-1.637	0.382544380290315
TNNT1	1.781	0.382827255987058
PLCXD2	-2.188	0.382827255987058
SLC35B2	-1.475	0.382872957615429
RAI14	2.249	0.382964324370631
NDUFA7	-2.842	0.383370029585607
CCDC71L	1.65	0.383555459871357
PRDM5	1.761	0.384044133462636
RFTN2	2.55	0.384320429672199
EEPD1	1.992	0.384732248737516
BTBD3	-2.043	0.385319445712847
MR1	-1.968	0.386092361198444
ZBTB33	-1.553	0.386220359643631
ATP1B1	-1.932	0.386375692137343
NBPF9	-2.013	0.386448736695601
TPD52	-1.52	0.386462775869867
UBE2B	-1.64	0.386470222946967
BATF2	2.619	0.386678387381191
ZNF568	2.375	0.386678387381191
PPP1R3G	-2.407	0.388047983339723
LMBRD2	-1.749	0.388047983339723
PSMB8	-2.117	0.388047983339723
CDHR3	1.95	0.388047983339723
NSG1	1.669	0.388047983339723
VASP	1.832	0.388047983339723
SNORD15A	-3.235	0.388047983339723
RBM48	-1.873	0.388229008430168
TIMP2	-2.059	0.388560341052708
IGDCC4	2.315	0.389104397417286
ENOSF1	-1.569	0.389303589298454
SLC9A7	1.647	0.389433733484846
EPHX2	1.896	0.389991370392191
LINC01783	4.014	0.39023834454413
XRRA1	-1.808	0.390360104979686
VPS52	-4.018	0.390360212572816
LINC01719	2.621	0.390509482603307
TCEAL8	1.666	0.390509482603307
OAF	-1.956	0.390509482603307
OXCT1	-1.568	0.390509482603307
IFIT5	-1.91	0.390509482603307
RACGAP1	-1.961	0.391111355942161
HLA-C	-1.66	0.391462856409652
ZNF585A	1.685	0.391579045972345
GNA12	1.945	0.391592379794248
CRIP2	-2.058	0.391799855250783
FBXW4	1.592	0.393594490195945
FIGNL1	-1.681	0.393616579998391
ATP2C2	2.1	0.393855474044859
NDST1	2.072	0.393855474044859
SCAF8	1.519	0.394141737167985
HOOK2	1.735	0.394782232470174
DNAL1	-1.584	0.394961554196003
LINC01588	-2.289	0.395217645035339
PHC2	-1.533	0.395583516217243
RECK	1.935	0.395583516217243
MVD	1.807	0.395591827653752
TMCO1	-1.492	0.39632562508529
WIPF1	2.821	0.39632562508529
SETMAR	1.588	0.396595399340898
ACAD8	1.519	0.396708958296449
MGST2	-1.99	0.396746852027036
STK38	-1.477	0.396746852027036
ARHGEF28	-2.04	0.396746852027036
SNX19	1.476	0.396746852027036
CHD3	-2.518	0.396746852027036
HECTD4	2.277	0.396746852027036
ZDHHC1	4.007	0.397203281254428
GALNT9	-1.96	0.397203281254428
SYDE2	1.83	0.397250276675444
RPS6KA4	-1.491	0.397257358207528
GCDH	1.467	0.397635103543654
PCDHB13	2.55	0.397635103543654
ZMYM2	2.149	0.397948525397502
USP2	1.974	0.398231976405379
ZNF41	-1.645	0.398326929094988
VAV3	-1.607	0.398745725945396
SLC39A6	-1.967	0.399122868276978
ZNF367	-1.558	0.399122868276978
CCNG1	2.146	0.399689621625454
IQCH-AS1	-1.777	0.399689621625454
PSMA2	-1.57	0.399766732267346
DCTN3	-1.65	0.399766732267346
PSD3	1.597	0.399766732267346
LRRC8E	-1.614	0.399766732267346
REC8	1.884	0.399798710039742
UCHL5	-1.48	0.400275510886993
PIGX	-1.69	0.400396096224538
ZNF414	1.729	0.401023879060056
FADS2	2.202	0.401406049805524
HDAC10	1.518	0.401406049805524
DANCR	1.893	0.401601978809984
RELA	-1.479	0.401750868673186
TSPAN14	1.529	0.40236420847533
NDUFB5	-1.478	0.403025128980048
INPP1	-1.971	0.403118401123446
FAH	1.633	0.403304925189975
UGDH	1.489	0.403731931095102
SNORD16	-3.622	0.403919291786986
MSRB1	1.808	0.403919291786986
PRKX	1.46	0.403919291786986
SLC6A14	-4.05	0.404670316108749
TFEB	-1.951	0.404770765705512
HCN2	-1.727	0.404770765705512
LOC105372233	-1.9	0.404770765705512
CDC14A	2	0.405016181233444
CORO6	2.189	0.405016181233444
ZNF808	1.624	0.405016181233444
ATF6	-1.482	0.405016181233444
NFE2L3	1.513	0.405074600720314
SRCAP	-2.736	0.405099049759358
TTC16	-2.302	0.40572365382535
CHCHD6	1.753	0.405860069402692
PRRG3	2.055	0.405860069402692
PTGR1	-1.614	0.406096740554455
ENO2	1.889	0.406294549703005
MIR143	2.333	0.406363374045006
INO80B-WBP1	-1.951	0.406715314574704
TNFAIP3	2.189	0.406964265596035
SDC3	1.417	0.407549486044315
RNF185	1.472	0.407664211161634
TMEM216	1.715	0.407921330749776
AKAP12	1.923	0.408078624476795
LCORL	1.77	0.408078624476795
RABGEF1	-1.463	0.408078624476795
TRIM39	-3.316	0.408369768677369
SAT1	-1.741	0.40840878175981
PPARGC1A	-2.185	0.40840878175981
LINC01554	2.665	0.408570159375068
PLD1	-1.826	0.408706869286869
CSNK2B	-2.436	0.408706869286869
ITGA3	-1.985	0.409183786076335
ABCA2	-1.966	0.409291644568731
FAAP20	1.639	0.409668877948217
ITGB8	-1.737	0.410030877386544
XRN2	1.545	0.410405303692287
PHF19	-1.455	0.411169515395354
TGFBR3L	-2.286	0.411865828557875
IL18R1	-2.574	0.41188928730148
ZNF616	1.456	0.41188928730148
U2AF1L4	1.772	0.413184887509476
PLXNA3	1.446	0.413382264779707
LIG4	-1.954	0.41401340050442
CSAD	-1.623	0.415271669175846
BRD8	-1.497	0.415306173789434
RASL11A	2.449	0.415494139189152
LOC105371022	2.927	0.415824373334401
GGT1	1.93	0.415824373334401
PRR19	2.07	0.41620428033578
ASPM	-1.99	0.41620428033578
MFSD3	1.424	0.416677910941483
FAM214A	-1.553	0.416701136190722
CROCC	1.866	0.416701136190722
BRD9	-1.445	0.416701136190722
PIGC	-1.475	0.417075417062453
EHMT2	1.854	0.417757935208903
HOMER2	1.869	0.417952172793246
CEP57L1	-1.768	0.417952172793246
DUSP22	1.46	0.418142755828867
IDS	1.532	0.419244859386817
CMPK1	-1.501	0.419342927343936
FAM160A1	2.152	0.419401734705192
TMEM19	-1.607	0.419459931322697
TANC2	-2.228	0.419739912120187
PLEKHJ1	1.648	0.420758537631083
LACTB	-1.61	0.420926415010688
SLC7A7	1.736	0.420928762159875
DEF8	1.424	0.420928762159875
RPL17	-2.038	0.421992610564597
AIG1	1.48	0.421992610564597
PLPP3	1.532	0.421992610564597
ZNF107	1.842	0.422168603719546
ADM	1.443	0.422179156369058
DPYSL4	2.143	0.422206730543831
TNFRSF10C	2.029	0.422206730543831
OLFM1	1.62	0.422206730543831
RNF24	-1.439	0.422206730543831
CYP11A1	-1.811	0.422518605132072
PDCD6	-2.063	0.422518605132072
GPI	-1.478	0.422600622196712
ACOT2	-1.463	0.42267237131911
C6ORF89	-1.422	0.423008007652864
LINC00857	-2.635	0.423217495127638
SLC46A1	-1.442	0.423479434634171
MEIS3	1.482	0.423479434634171
GRAMD3	-1.546	0.423673752767752
SLC25A24	-1.421	0.423885996695976
KIF24	-1.445	0.423885996695976
TGFA	-1.783	0.424144004107537
IL12RB2	2.058	0.424144004107537
BRCA2	1.488	0.424144004107537
CACNA2D3	-1.951	0.424169543027554
KDM4B	1.988	0.424169543027554
GTF2B	-1.609	0.424220798909811
RUBCN	-1.407	0.424293202232885
PRKD1	2.935	0.424293202232885
TRMO	-1.81	0.424293202232885
SNHG7	-1.418	0.424293202232885
GDF1	1.795	0.424293202232885
PRKAA1	-1.527	0.424362296102746
NSUN5P1	1.552	0.425590502936218
