Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
DGCR2	1.368	6.56304782103158e-31
PHLDB2	-2.378	6.8341176107085e-31
TMEM92	-4.767	7.34932804307595e-31
PCMTD2	2.134	7.70219055815833e-31
TRIM52	2.911	8.06322028440096e-31
SETD6	1.586	8.2688643273009e-31
ISOC1	1.242	8.39419414185143e-31
PLP2	-1.317	8.68273270705384e-31
EIF2B5	1.379	9.22925087485594e-31
LSM8	1.445	9.37971915805613e-31
UNK	1.728	1.05329580048096e-30
CSRNP1	-1.768	1.05785973916995e-30
ANO6	-1.246	1.06359688850631e-30
DGKH	2.416	1.07294715058944e-30
SMG1P7	2.15	1.07311491925887e-30
VIPAS39	1.429	1.10946867456171e-30
TMEM201	-2.055	1.1413859939789e-30
ATP6V1G1	1.185	1.14326614418091e-30
VDAC3	-1.116	1.21536038512839e-30
GAPLINC	-3.322	1.25929583353317e-30
SERPINB5	-4.821	1.29465818389381e-30
ATP2C2	1.419	1.35918456904244e-30
SLC7A8	-1.699	1.3953566582894e-30
GNE	3.658	1.45572255414165e-30
NEURL1B	-1.259	1.5615404879579e-30
FBXO6	-2.226	1.60115941199048e-30
TRMT1	1.752	1.63692030543825e-30
NUP98	-1.206	1.64550035599037e-30
HLA-C	-9.905	1.67737511340439e-30
ZC3H18	1.399	1.79078101483965e-30
MEX3D	-1.498	1.85055762162947e-30
HOMEZ	1.591	1.88578559882441e-30
VPS37A	-1.267	1.88635125874796e-30
DDRGK1	-1.221	1.90249444608567e-30
DCLK1	3.452	1.90445679717269e-30
CT62	-2.936	1.91980572970208e-30
ZNF616	1.836	2.00868188489448e-30
NR4A1	-1.827	2.08730756103044e-30
DOK7	-2.305	2.08839334767341e-30
SLC35E2B	-1.117	2.09129111179896e-30
HIST1H3B	-1.785	2.10744014173724e-30
TPD52L1	1.12	2.16359138051883e-30
VHL	1.145	2.17749720128472e-30
PRDM2	-1.765	2.20136395778098e-30
CARS2	-1.42	2.21762671771262e-30
CCDC62	-4.379	2.22056578145895e-30
NFIC	-1.485	2.25139777208926e-30
RCN2	1.436	2.27088127492567e-30
ZMYND11	1.087	2.34213767200914e-30
EEF2	1.341	2.46353054954218e-30
UHMK1	-1.096	2.48764444047578e-30
PABPC1	1.187	2.65219300614052e-30
TBX4	4.561	2.69767312057767e-30
HIST1H3E	2.119	2.75710468818655e-30
MMP26	-9.887	2.80537124741826e-30
VCPIP1	-1.31	2.97970813383102e-30
SNW1	1.118	3.01912447888825e-30
SNRNP200	-1.067	3.08579461423648e-30
GPR37L1	2.67	3.16742526169123e-30
SET	1.078	3.22377500704388e-30
INPPL1	1.111	3.33875528795306e-30
GNG12	-1.096	3.35851605961125e-30
GATAD2B	-1.884	3.42508938769862e-30
IDI1	1.38	3.53030766963517e-30
NAP1L4	-1.719	3.55154909622282e-30
ZNF90	-4.283	3.55154909622282e-30
STK19	5.207	3.57620654774262e-30
FAM206A	1.781	3.59358818779644e-30
TMEM8A	-1.319	3.61309948153038e-30
BEND6	3.769	3.82067408989235e-30
NOP14	1.137	3.87726228677937e-30
RPS21	1.07	3.89474621453039e-30
PPARD	-2.14	4.12418447445948e-30
SAP30BP	1.246	4.16079333713375e-30
RAC1	1.051	4.16107327086004e-30
CDK8	1.78	4.34514265819473e-30
RND3	1.924	4.4673465942484e-30
TSPAN6	1.469	4.57189848140572e-30
CSTB	1.606	4.7187891742807e-30
TNNC1	-4.57	5.00975413866062e-30
CDIP1	-3.661	5.46193955198777e-30
SOCS4	1.272	5.60185012335931e-30
EP300	-1.421	5.82393500003974e-30
EFEMP1	4.931	5.86966351042909e-30
MINCR	2.642	5.94058542125195e-30
SEL1L3	1.822	6.10226640510089e-30
NSL1	-1.529	6.35684927983317e-30
WT1	-6.874	6.40901406100593e-30
TMOD3	1.203	6.76990402935149e-30
PANK4	-1.819	7.02147868658025e-30
CTXN1	-2.868	7.1785784465075e-30
RHOV	3.062	7.22708570395506e-30
ZBTB4	-1.209	7.28969243746483e-30
MSX1	-3.386	7.40072782739083e-30
MAGIX	-3.191	7.47796123899077e-30
UBE2E2	-1.732	7.60572655454242e-30
ANKRD18A	7.853	8.11884862212208e-30
WDR26	-1.107	8.36583167537824e-30
INTS11	-1.129	8.50252052377224e-30
LAPTM4A	-1.262	8.50541668436127e-30
PCP2	-4.062	8.56011603975745e-30
STAG3L5P-PVRIG2P-PILRB	1.891	9.13420921248937e-30
FTL	1.152	9.31657197091897e-30
HIST1H1D	-1.314	9.77865746405652e-30
C18ORF32	-1.534	9.897877795638e-30
GPR19	-3.121	9.96782864550204e-30
CDH18	4.69	1.00143933658346e-29
MXRA8	-4.066	1.00411673056884e-29
DQX1	-3.879	1.01483799662524e-29
RIOK1	1.523	1.04142303981897e-29
MAP3K20	-1.466	1.05835846303948e-29
C14ORF119	1.178	1.07766442758152e-29
RSL24D1	1.049	1.07914715396761e-29
ATP6AP2	1.142	1.10729512468331e-29
ARFIP2	-1.073	1.14390531215684e-29
RECQL4	1.524	1.16857188222596e-29
SH3YL1	1.249	1.17175809491203e-29
AQP3	4.407	1.21463558099455e-29
VTRNA1-3	9.799	1.24296113973092e-29
PLCD4	-3.28	1.25459309327914e-29
UBXN10-AS1	-9.829	1.32326654209261e-29
SAMHD1	1.495	1.32846638675221e-29
PRSS1	-6.107	1.41779455178033e-29
FBXL16	-2.245	1.45639956898161e-29
DMD	-3.128	1.47491878611883e-29
ANKMY2	-1.836	1.4911718995009e-29
FAM50A	-1.115	1.5685905017824e-29
ARPIN	-2.196	1.61148485500312e-29
DNAJC6	-1.405	1.67764376973299e-29
CNNM4	1.122	1.72945092047041e-29
TMEM120B	-1.421	1.7636177848346e-29
DSTN	-1.044	1.81720241634673e-29
CXORF38	1.943	1.82738030897552e-29
CES4A	5.169	1.82738030897552e-29
BANF1	1.486	1.84010373511286e-29
ZNF750	4.171	1.85387912300732e-29
FMNL3	-2.06	1.91078421271688e-29
PARD3	1.141	1.99923189444331e-29
FBXL2	-2.443	2.0096421230025e-29
CENPF	-1.302	2.05469092654166e-29
RPL27	1.057	2.13946912913067e-29
TMEM238	-2.63	2.16298294359652e-29
PDLIM5	1.241	2.16633121010552e-29
CCNA1	9.761	2.22260375416732e-29
TIGD5	-1.772	2.24082092914551e-29
TIGD5	-1.772	2.24082092914551e-29
NSF	1.463	2.24100527398015e-29
NSF	1.463	2.255503203063e-29
SVOPL	-4.871	2.49554548001116e-29
ATP5D	1.429	2.50050639704818e-29
BECN1	1.259	2.52522868001149e-29
NARF	1.655	2.55079341376997e-29
BTF3	1.111	2.68663427867785e-29
KLF7	-1.962	2.78835769229674e-29
ITGAL	-3.971	2.95544573338251e-29
BRD3	1.844	3.00560063039643e-29
FIBP	1.245	3.10063979917612e-29
EGFR	7.66	3.15583330180822e-29
GTF2H3	1.21	3.30498395054044e-29
CLDN7	1.154	3.31026587264737e-29
NUDCD2	1.516	3.53880333841563e-29
ACACB	-1.957	3.79905869525006e-29
MRPL16	1.448	3.89337595935783e-29
NABP1	2.279	3.92616390854321e-29
RBFOX2	1.471	3.9602722788704e-29
MRGBP	1.362	3.97486992382877e-29
NPTN	1.206	4.133639110693e-29
SURF6	1.873	4.133639110693e-29
SURF6	1.873	4.13765659376036e-29
ZHX3	1.403	4.39751889612775e-29
SRRD	1.763	4.46289467481301e-29
ZFP37	-5.187	4.50624156597702e-29
PDK1	-1.582	4.56099606923382e-29
MAP3K2	-1.081	4.67063054304349e-29
PTAFR	-3.013	4.7674121254237e-29
EIF4EBP3	-3.923	4.83939422447621e-29
LRPPRC	1.105	5.02405800703538e-29
ANTXR1	-2.156	5.18031773040883e-29
PHF21A	-1.35	5.28499206346666e-29
UBL4A	-1.094	5.53548845049096e-29
CYTIP	-7.586	5.60389554589817e-29
SLC12A2	1.296	5.6625689887516e-29
HSPA12A	-2.236	5.81168976635765e-29
CCDC178	-5.889	6.08293327773371e-29
LOC100507144	-9.74	6.17853248379214e-29
ROGDI	-1.336	6.23272183356333e-29
RGS12	-1.508	6.31563631972873e-29
TRA2A	1.543	6.3986530538139e-29
CYBB	9.722	6.73327648067325e-29
GTF2H2C	1.893	6.86967884156361e-29
VEZF1	1.062	7.06951265073592e-29
ZNF727	6.731	7.07903000802166e-29
IQCH	-2.156	7.57021746207826e-29
C5	-1.485	8.10412146570682e-29
C5ORF51	-1.158	8.14323847138069e-29
TMEM62	-1.632	8.34027572779584e-29
UBE2M	1.161	8.35852741986762e-29
RIPK3	-9.776	8.59804009566794e-29
PHYKPL	2.008	8.79405660243645e-29
TBC1D22A	-1.476	8.85781550767346e-29
PMPCB	1.146	9.24461664440354e-29
ASNSD1	1.147	9.42023084939078e-29
ZNF75D	1.485	1.03139316121219e-28
EXOSC4	1.393	1.03421872195415e-28
SSFA2	1.188	1.04439568230583e-28
ALOX12P2	4.352	1.08124422113945e-28
ARAF	1.504	1.08569543673249e-28
UGT2B15	7.604	1.09791771284897e-28
UPF3A	1.498	1.12194554986472e-28
DANCR	1.491	1.22734360659349e-28
DPH2	1.569	1.26010099646463e-28
TNKS	-1.112	1.31062197324012e-28
SRPRA	-1.081	1.31792701872082e-28
DYRK3	-2.21	1.4319234402821e-28
NGDN	1.391	1.45084936661354e-28
AIDA	-1.452	1.48071697303411e-28
CPD	-1.096	1.52169935882474e-28
PAOX	-4.289	1.56853227672514e-28
DENND6B	-2.603	1.64635596385979e-28
HOXA6	5.673	1.65436211758541e-28
VOPP1	-1.129	1.66069703588134e-28
CCDC58	1.836	1.66069703588134e-28
GABRB3	4.285	1.69860773086478e-28
BDP1	2.519	1.73068660008662e-28
AQP11	-2.982	1.74802951669752e-28
RECQL	-1.317	1.79308924056224e-28
NPLOC4	1.345	1.83337346311786e-28
IDH3B	-1.098	1.95350750589081e-28
ZC3H8	1.54	2.07766325814775e-28
C1R	-3.312	2.15205199423682e-28
CAB39L	-1.779	2.25857669203746e-28
PPP2CA	1.19	2.27644449260692e-28
PPP1CC	1.019	2.31470348190225e-28
MBOAT7	3.588	2.38871998373321e-28
PCDHB3	3.089	2.41941818664787e-28
PROKR1	-3.542	2.53147454061067e-28
RPS8	1.003	2.84281532646234e-28
SPSB3	-1.582	2.95802883372653e-28
TBC1D2B	1.874	2.99854440770129e-28
MARC2	-1.637	3.15662744558366e-28
SLC16A14	-1.642	3.48282431200256e-28
ATR	1.285	3.73400100123979e-28
MAP2	-2.714	3.7933329415016e-28
TRMT2A	1.914	3.91291526260049e-28
ARFGEF3	-1.073	3.95023342336028e-28
MICB	-5.845	4.1620602670023e-28
MORC2	1.42	4.24398948743445e-28
VEGFB	-1.571	4.26552458758506e-28
RPL13A	1.004	4.39624787821488e-28
LRCH1	1.786	4.59048973086805e-28
NPDC1	1.905	4.66852517659096e-28
MIS18BP1	1.18	4.77564228864446e-28
ZDHHC1	-3.657	4.81985081405528e-28
B3GNT5	4.165	4.84762888822033e-28
FAR2P1	5.604	4.90533309854268e-28
MTCH1	-1.019	4.92419430726922e-28
CNPPD1	-1.204	4.92580917451725e-28
SYNCRIP	1.064	4.92580917451725e-28
ARL11	-4.852	5.08457701185782e-28
KBTBD8	10.188	5.22270004730021e-28
SNORA59A	-4.673	5.22270004730021e-28
SRPRB	1.095	5.28473910246332e-28
NOXO1	-4.355	5.36661986314714e-28
HR	-1.626	5.39553873368436e-28
GCH1	1.796	5.61314851811832e-28
APEX2	-1.252	5.62015550214865e-28
RAD21	1.004	5.74833978985295e-28
ACVR2B	-1.268	5.77843467257305e-28
DDX60L	-1.221	6.69327616164483e-28
EIF3H	0.99	6.80708789009182e-28
EML2	-1.447	6.85179925270942e-28
CCBE1	-3.734	7.14829447336481e-28
APOBEC3F	-4.869	7.16257820969215e-28
ILF3	1.04	7.32442316960732e-28
TLR5	-2.319	7.40069965393392e-28
PGR	-1.022	7.70287250796525e-28
ARGLU1	1.585	7.72715214211454e-28
LAMC1	-1.109	7.96468982277715e-28
HS3ST3B1	-3.05	7.96973119536686e-28
UNC13B	1.35	7.96973119536686e-28
CTPS1	1.329	8.09635007806097e-28
PDLIM4	-6.779	8.1118275489988e-28
RIPOR3	-2.91	8.35750601434897e-28
CHID1	-1.415	8.51215538523015e-28
SERF1A	2.993	8.60001463793468e-28
GPER1	1.986	8.62522860349442e-28
SNRPA	1.262	8.91599340708973e-28
PLEKHA6	-1.233	9.05583149036843e-28
CNP	1.241	9.2400956248604e-28
GAL	9.646	9.26359911513488e-28
KLHDC8B	-2.1	9.54468678752314e-28
ZNF391	3.878	9.60174861187371e-28
ZMAT2	1.111	1.0441281809148e-27
ZIC2	5.616	1.04529080852101e-27
MCM8	-1.403	1.05325694383731e-27
EIF1	1.031	1.10885451338603e-27
THAP12	-1.039	1.1281969369889e-27
SLC25A28	2.253	1.19507700949515e-27
TDO2	-9.692	1.20101117617024e-27
TDO2	-9.692	1.21623845856338e-27
C1GALT1C1	1.663	1.31435233303586e-27
SECISBP2	1.205	1.32712402587025e-27
PNISR	1.354	1.33650505293814e-27
PRKRIP1	1.368	1.39051377432342e-27
GTF3C5	1.141	1.42638529215423e-27
BIK	-2.23	1.43316994717407e-27
GEMIN6	1.497	1.45594870960365e-27
COPG2	-1.088	1.45630678778814e-27
CDKN2A	-2.818	1.46297765884349e-27
PLAGL1	9.589	1.50070224526458e-27
UGT1A10	-9.737	1.54800225657286e-27
ASXL2	-1.455	1.57696681984438e-27
RPL37	1	1.69046721965708e-27
HOTAIRM1	9.688	1.72568843709963e-27
SDE2	-1.192	1.76301802511715e-27
ARID4A	1.849	1.80697084556269e-27
RNF128	-6.303	1.82063329343713e-27
PDGFRL	3.502	1.8504605240604e-27
MEGF8	1.377	1.87377923213081e-27
RPS19	1.007	2.00393879747799e-27
ACOX1	1.065	2.08632432074005e-27
PDZD8	1.177	2.15165822476914e-27
SELENOI	-1.07	2.20023929318192e-27
C6ORF89	-1.045	2.2747671385292e-27
ZC3H14	1.069	2.31663481173909e-27
TNFRSF19	-4.04	2.31663481173909e-27
FAM72C	1.919	2.36535926504304e-27
WLS	3.736	2.39204489714287e-27
ATF7	-1.75	2.39465655727832e-27
SOBP	5.956	2.39864212731286e-27
DPYSL2	-1.063	2.4304498908345e-27
HIST2H2BE	1.32	2.48154707136255e-27
MBNL2	-1.365	2.59929528348843e-27
CHD6	1.459	2.61600847128771e-27
TGFBI	5.801	2.62418542391217e-27
FAM155B	2.815	2.66393221047614e-27
PPP3CA	1.387	2.75112689986993e-27
SASS6	-1.46	2.9082855103836e-27
MAP2K6	-4.244	2.93961878348431e-27
PPM1L	1.95	3.25900751013532e-27
MCTS1	1.242	3.26046911196781e-27
TFIP11	1.391	3.30995248801097e-27
STAR	-4.563	3.4792519220235e-27
EXOSC8	1.35	3.54362278057123e-27
DHX36	1.665	3.71958143063991e-27
PSME4	-1.252	3.84039451183173e-27
PNRC1	1.156	3.87380468077039e-27
CEP44	-1.419	3.99719743256437e-27
TOR1B	1.587	4.12145504588913e-27
RAB10	-0.995	4.13397860796284e-27
SELENBP1	-1.065	4.38185382656398e-27
SNORA47	3.431	4.43997452953419e-27
NCMAP	3.97	4.51361973925283e-27
ZFYVE26	1.722	4.57729300109543e-27
XPO5	-1.051	4.57729300109543e-27
ZNF771	-2.169	4.71542077354947e-27
VRK2	-1.319	4.72359239552848e-27
NAIP	2.911	4.78798091250958e-27
LIN7A	-1.552	4.83050588414574e-27
RPL13	1.056	5.01262376105673e-27
DIO1	-4.413	5.08262450862331e-27
ANKRD50	1.273	5.08733398512119e-27
POMGNT2	-1.837	5.12470794165248e-27
MRPS15	1.17	5.56110406674239e-27
SMARCB1	1.447	5.69130952925852e-27
TRIP11	1.12	5.83097205046813e-27
LDHA	-1.001	5.95241042782799e-27
AOC1	-6.386	6.08078636172414e-27
TTC1	1.156	6.15718418485337e-27
ZNF320	-9.824	6.16348380959202e-27
VCPKMT	2.457	6.2375606842649e-27
PAPOLA	1.027	6.45680228030909e-27
VWA5A	-5.134	6.69149899911464e-27
KRT18	0.956	6.8274210390389e-27
BCR	1.36	7.00614727091726e-27
LINC02130	-6.205	7.04664146945703e-27
QTRT2	1.373	7.7538691186312e-27
HLA-DQB1	10.263	7.85266070417793e-27
PDIA5	1.732	8.58835713247356e-27
CASP9	-2.551	8.71949860777793e-27
KIAA1217	-1.488	8.94841207591773e-27
CTNNAL1	-1.388	9.17479834618039e-27
RDH11	1.079	9.44226198102357e-27
GULP1	3.277	9.52087502016884e-27
LBX2-AS1	-3.067	1.05097156516586e-26
DHRS4L2	1.448	1.13809581248867e-26
PYURF	1.222	1.16209952134266e-26
APP	-1.006	1.16681880455509e-26
ARL2BP	1.12	1.22484067307899e-26
PRSS3	-6.179	1.28531563064404e-26
ZBTB46	-1.827	1.36082110452289e-26
PRKD3	1.248	1.36963705361478e-26
UBE2G2	1.229	1.37567971316875e-26
LPIN2	-1.243	1.39167198987622e-26
HSPA5	-0.981	1.39345947046615e-26
ZBED5	-1.242	1.39979478526665e-26
S1PR5	-2.894	1.41716555852872e-26
MYRIP	2.095	1.42600043823123e-26
TMEM173	-3.592	1.43450354969334e-26
BCAP29	-1.17	1.46249863689535e-26
RXRB	-3.905	1.50349393420475e-26
MPST	-1.5	1.52219645659669e-26
TMEM59L	4.343	1.53193902640534e-26
LINC00960	3.669	1.54410498883942e-26
CCDC63	5.814	1.54733477209377e-26
RIOX2	1.362	1.58809343053139e-26
SLC9B2	4.567	1.5887055445543e-26
KIFAP3	-1.195	1.60803961842981e-26
TMEM265	-2.892	1.68433084107778e-26
C16ORF89	-4.942	1.69049834867399e-26
UBQLN4	-1.035	1.92107752066153e-26
DNAH14	-1.21	1.93759002125745e-26
ZNF439	-3.744	2.04364716162862e-26
NUPR1	-1.19	2.04478994324429e-26
TMCO1	-1.057	2.09506144783898e-26
ARNTL2	2.146	2.12906782434641e-26
LOC101929839	3.312	2.14332864960768e-26
RPS12	0.962	2.22846453736092e-26
LINC01123	2.726	2.28515043723444e-26
CDS2	-1.265	2.28645548014126e-26
TYW3	1.572	2.36982142659589e-26
MOB3A	-1.855	2.43448164502936e-26
CREBL2	-1.104	2.47064404950474e-26
PRMT1	1.057	2.47597819262945e-26
SNORA70	-2.915	2.48485336839939e-26
IQGAP1	-1.047	2.58943469636507e-26
RNASEL	-1.752	2.62910848510355e-26
LRRC1	-1.169	2.67835260615987e-26
ACSM1	-5.609	2.68506846837352e-26
HSPB7	-5.846	2.69758919340892e-26
MORF4L2	0.978	2.74426061336499e-26
PKP1	7.287	2.77739705927688e-26
EIF2D	1.017	2.78060178674333e-26
LOC101927027	-2.929	2.78460242746993e-26
ZBTB8OS	1.935	2.97489688245456e-26
GSG1L	3.862	3.04355243563604e-26
GPCPD1	-1.8	3.17267116937902e-26
FAM3A	-1.166	3.31400978293439e-26
CPVL	-6.795	3.41060927159853e-26
MMP16	-3.309	3.42253108123178e-26
PHLDB1	-1.326	3.44669244759253e-26
CSPG4	-4.664	3.49133390581851e-26
ZNF285	5.099	3.6207936533539e-26
BCL2L2-PABPN1	2.384	3.82138402205877e-26
SNORA7B	-3.155	3.87018678331025e-26
SEC24D	-1.115	3.88620133865399e-26
METTL17	1.297	3.89117643138984e-26
RHOBTB3	-1.132	3.89170965480309e-26
MMP19	6.591	3.99415456384274e-26
TRIM44	-1.062	4.0308500224494e-26
LIMS1	-4.866	4.2374294307263e-26
LUZP6	9.49	4.24585647912544e-26
DDX11	-1.148	4.26024086915679e-26
FSCN1	2.747	4.35547839977191e-26
SUCLG2-AS1	-3.701	4.36434954596967e-26
BAIAP2	-1.406	4.38631458744477e-26
TDG	1.113	4.4375659007343e-26
ADGRL3	5.5	4.44735900282015e-26
TCF19	-11.239	4.50926768750312e-26
TCF19	-11.239	4.55581627620163e-26
PHLPP2	1.263	4.59291041183146e-26
CHRM4	-5.556	4.83233237622725e-26
GORASP1	-1.21	5.23547893427526e-26
FAM91A1	1.013	5.25324720906182e-26
FBXO41	-1.744	5.39138644132952e-26
NOVA1	-3.376	5.41716794386853e-26
KRT17	3.76	5.54924401770069e-26
NFIA	-1.169	5.79641670165671e-26
SELENOT	1.329	5.83621625008138e-26
NBPF10	1.279	5.9777250102982e-26
ADPGK	1.181	6.04538808492733e-26
SFSWAP	1.281	6.15255535022989e-26
DCUN1D1	1.428	6.21414326092382e-26
CASP4	3.758	6.49638741300994e-26
FAM167A	-1.794	6.62860737863537e-26
NEIL3	-1.558	6.68161653629665e-26
SEMA4F	-2.332	6.68634299797464e-26
RAC2	-4.914	6.68821263674012e-26
INO80	1.171	6.82368408311939e-26
LRP8	1.77	6.99358184701384e-26
ANO2	-4.451	7.76437309565662e-26
NREP	-1.216	7.80564239245951e-26
ASCC2	1.362	7.95822652470783e-26
RPS20	-0.968	7.97179434969466e-26
ARL6IP5	-1.057	8.13176326760588e-26
TMSB4X	-0.961	8.15986452887656e-26
NAA38	1.347	8.70472264679472e-26
QSER1	-1.118	8.72414689321777e-26
ITSN2	-1.059	8.93448114448273e-26
LOC728554	1.858	9.05945068947394e-26
SNORA71C	-3.317	9.22311790342739e-26
TMEM52	-2.973	9.70539665661505e-26
SNORA16A	-5.001	1.02246620608632e-25
SRGAP2	1.306	1.02610704664298e-25
AKIP1	-1.677	1.03661516980388e-25
FAM13B	1.412	1.04300154955421e-25
AIFM1	1.131	1.05924810860089e-25
TRAM1	-1.072	1.06944196092628e-25
NUP155	-1.056	1.11837001270422e-25
CKS2	1.211	1.1310268750853e-25
PRIMPOL	-1.61	1.13636256629881e-25
GRK3	2.339	1.13636256629881e-25
PQBP1	1.183	1.14725990819283e-25
CELSR2	-1.01	1.18182960655421e-25
RCL1	1.564	1.18254972893302e-25
TAF3	1.953	1.22656384855851e-25
AURKAIP1	-1.191	1.26736950960318e-25
ODF3B	-3.247	1.28258517318366e-25
SAFB2	1.62	1.36019211697876e-25
WBP11	-1.275	1.41522009469914e-25
EIF3F	-1.019	1.47886446311268e-25
IDS	-1.067	1.51087643357409e-25
EIF3F	-1.019	1.51675620346732e-25
ARHGEF25	-2.107	1.55949162028819e-25
ECHDC2	-1.677	1.56938547332753e-25
CCR2	-7.479	1.598864491474e-25
LOC102546294	-4.775	1.61507016459814e-25
NPM3	1.5	1.64320516167671e-25
BLOC1S6	1.178	1.66077304606923e-25
ANP32B	1.413	1.73164660873508e-25
LARS2	-1.255	1.76555653100244e-25
CCNB1	1.246	1.77728453254954e-25
DAAM1	1.214	1.81163446352248e-25
HCFC1R1	-1.437	1.82893396594075e-25
EXOC3	1.051	1.93889015836251e-25
EIF4E1B	-6.646	2.02720067986467e-25
DIO3	-4.222	2.06103285838258e-25
TREX1	-2.931	2.08346620293921e-25
NAGK	-1.433	2.16118414803245e-25
MOCOS	1.392	2.21325163386018e-25
C1QL4	-3.766	2.30066271859411e-25
SLC25A35	-3.541	2.43124294092988e-25
LSS	4.609	2.49731378882411e-25
ASAP2	-1.011	2.64061730595194e-25
MCL1	0.988	2.68190020173658e-25
SLC2A10	-1.007	2.73601555898168e-25
PIM1	-2.357	2.82905159507087e-25
KCNG1	3.06	2.94153735719533e-25
CCDC68	-4.99	2.97711082648728e-25
PSIP1	1.119	2.98454719188999e-25
QARS	-0.994	3.06819504409443e-25
AHNAK	-0.949	3.08545460574279e-25
PPARGC1A	-4.219	3.12400363394808e-25
CDH12	7.581	3.3130639663348e-25
DNAJC13	1.049	3.37126968321119e-25
ARTN	-3.006	3.40381509762604e-25
CASC8	9.514	3.43871571154115e-25
PPM1A	1.014	3.60554972026776e-25
SND1	-0.937	3.71855508865237e-25
MTFP1	1.96	3.84673835319532e-25
MRPS7	1.082	3.85956404399675e-25
HMBS	2.619	3.95149056179776e-25
ANKS1B	-1.502	3.98492697161011e-25
KANK1	1.833	3.99951834993628e-25
TCTA	-1.926	4.27030584488302e-25
DOPEY2	1.382	4.2892440411106e-25
DSE	3.153	4.33038350831609e-25
FGGY	-1.868	4.33389217554242e-25
HMBS	2.617	4.44052130779085e-25
TIPARP	-1.073	4.45078363557983e-25
DICER1	1.048	4.76447946636652e-25
SNORA2C	-2.988	4.81221098149918e-25
TMEM54	-1.27	4.83961090986984e-25
HM13	1.038	4.88521626823384e-25
ZNF462	3.417	4.95060184995696e-25
GRIK3	-1.038	4.95060184995696e-25
CLSTN1	-1.019	5.26527541038529e-25
HOXA11	9.483	5.48111071031652e-25
PAQR4	-1.07	5.5613722229941e-25
ISYNA1	-1.697	5.90503040239498e-25
KATNB1	1.914	5.98264713848074e-25
ZNF480	1.359	6.22698766163544e-25
NKD2	9.491	6.49939836880545e-25
POLB	-1.356	6.54374851586643e-25
NKD2	9.491	6.59772267510392e-25
UTP3	1.607	6.63411545482873e-25
ATF6B	-3.011	6.88172558359451e-25
UQCR11	-1.106	7.03077654513169e-25
ECSIT	1.29	7.03992078587675e-25
SOCS6	-1.253	7.20926619008365e-25
SNAPC1	1.732	7.23014179603929e-25
NPIPA1	1.357	7.29811751068921e-25
ABCB4	4.087	7.42858164727812e-25
LTV1	1.352	7.48522295978047e-25
MSRA	3.903	7.70491512095281e-25
KCNK6	1.21	7.78928112617367e-25
KCTD12	6.011	7.92315231616271e-25
VAV1	4.618	8.19193466280196e-25
CHEK2	1.561	8.31702911679475e-25
TPD52L2	1.017	8.83073977780941e-25
CFAP20	1.255	9.17299231950575e-25
OSBPL11	1.551	9.35502802281883e-25
SLC1A2	-1.332	9.41559392011421e-25
SNURF	-10.89	9.41559392011421e-25
DEF6	-1.376	9.76156611860981e-25
TNIP1	-0.992	9.88898362260816e-25
TNFAIP8	-1.789	1.00590025433916e-24
SAFB	1.201	1.00923881591532e-24
PSMC2	0.996	1.03781165978908e-24
MECOM	-1.274	1.06970324065488e-24
PPP1R12A	1.157	1.08967139267147e-24
LINC00667	-3.152	1.09015538658863e-24
WDR60	2.191	1.10908129480876e-24
MIR4737	3.334	1.12847928092126e-24
RFPL2	7.311	1.13775984520233e-24
ZNF185	-1.235	1.14061419072376e-24
SCNN1G	-4.405	1.17781827511722e-24
BTF3L4	0.997	1.19083506375076e-24
ATG3	1.07	1.19743860211429e-24
NUDT9	1.658	1.2024669783975e-24
SSBP3	1.477	1.20662025503216e-24
GOLGB1	1.037	1.22859770426345e-24
ANXA11	-1.249	1.2350791706382e-24
METRNL	-1.74	1.24290418915002e-24
PKP3	-1.081	1.24971378617101e-24
RPS3	-0.931	1.24971378617101e-24
ARHGAP40	-6.525	1.26509830107262e-24
TSEN54	1.29	1.28701346685532e-24
TK2	-2.248	1.29980662179852e-24
DPP3	1.226	1.30140319874333e-24
NXPE3	-1.341	1.32052706158883e-24
DENR	0.983	1.34063638736946e-24
PRPF19	-1.143	1.37769102674988e-24
LOC730098	-3.017	1.40034920526658e-24
RNASE4	-3.379	1.40228197509113e-24
EPHX2	3.606	1.44939136870805e-24
DEF8	1.54	1.4772802996842e-24
TMED7	-0.981	1.51741268183874e-24
DAG1	-1.075	1.52410011141395e-24
APOBEC3D	-4.966	1.52627559611896e-24
CLDN2	-6.026	1.55608286102848e-24
ESCO1	1.143	1.64398768427688e-24
HSPA6	-3.97	1.72560273671122e-24
PRKCH	1.837	1.72965403256782e-24
HOXB4	-5.716	1.82197608078481e-24
PAK6	-2.145	1.8428149717589e-24
POGK	-0.95	1.85044693467448e-24
FLVCR2	3.132	1.86678340067894e-24
USP8	1.004	1.88582724798228e-24
AGGF1	1.141	1.89505333376308e-24
LOC101926941	-7.425	1.91418689853216e-24
KLK1	-6.488	1.94513458362911e-24
DNAJC27	-1.791	2.03328727067556e-24
PRR14L	1.118	2.05836141130881e-24
SMKR1	3.931	2.09097873815874e-24
CHRNB4	5.641	2.09790689044285e-24
CEPT1	-1.271	2.20755095913477e-24
NAA50	0.949	2.21077102844197e-24
TMEM30A	1.012	2.2475728153775e-24
